"FTVFUND_GRNT_CODE","FTVFUND_FUND_CODE","UI_INDEX"
"CG8791","228794","817889"
"CG8791","228795","817888"
"CG8791","228796","817887"
"CG8791C","228797","817886"
"CG8815","228815","817885"
"CW5722","225722","881942"
"CW5722","225723","881941"
"CW5722","225724","843855"
"CW5722","225725","762851"
"CW5722","225726","826675"
"CW5722","225727","801870"
"CW5722","226686","639946"
"CW5722","226687","881935"
"CW5722","226688","881934"
"CW5722","227521","881932"
"CW5722","227523","804789"
"CW5722","227525","834688"
"CW5722","227543","843810"
"CW5722","228334","826538"
"CW5722","228335","908952"
"CW5722","228339","881930"
"CW5722C","225728","881940"
"CW5722C","225729","881939"
"CW5722C","225730","843853"
"CW5722C","225731","843852"
"CW5722C","225732","843851"
"CW5722C","225733","843850"
"CW5722C","225854","762847"
"CW5722C","225855","826657"
"CW5722C","225856","801868"
"CW5722C","225886","764978"
"CW5722C","226004","881937"
"CW5722C","226689","639945"
"CW5722C","227522","881931"
"CW5722C","227524","804788"
"CW5722C","227526","834687"
"CW5722C","227529","804787"
"CW5722C","227530","834686"
"CW5722C","227544","843809"
"CW5722C","227545","843808"
"CW5722C","228336","826537"
"CW5722C","228337","908951"
"CW5722C","228338","855868"
"CW8521","228521","881929"
"CW8765","228765","881926"
"DA7192","227192","879955"
"DC4514","224514","798980"
"DC6813","226813","798899"
"DC6986","226986","798897"
"DC7194","227194","798895"
"DC7322","227322","798888"
"DC7421","227421","798892"
"DC7486","227486","798890"
"DC7507","227507","798889"
"DC7658","227658","798886"
"DC7714","227714","798883"
"DC7714C","228256","798876"
"DC7714C","228368","798868"
"DC7714C","228369","798867"
"DC7714C","228370","798866"
"DC7714C","228371","798865"
"DC7844","227844","798882"
"DC7929","227929","798879"
"DC8182","228182","798875"
"DC8275","228275","798874"
"DC8275","228276","798873"
"DC8275","228277","798872"
"DC8275","228278","798871"
"DC8275","228279","798869"
"DC8275","228280","798870"
"DC8374","228374","798864"
"DC8625","228625","798858"
"DH6330","226330","854896"
"DH6381","226381","854895"
"DH6381","226382","854894"
"DH6381","226383","854893"
"DH6381","226384","854892"
"DH6574","226574","854891"
"DH6785","226785","854887"
"DH6786","226786","854888"
"DH6866","226866","854884"
"DH7022","227022","854883"
"DH7221","227221","854882"
"DH7232","227232","854881"
"DH7276","227276","854880"
"DH7276","227277","854879"
"DH7300","227300","854876"
"DH7300P","227301","854874"
"DH7320","227320","854878"
"DH7435","227435","854873"
"DH7468","227468","854872"
"DH7474","227474","854871"
"DH7600","227600","854869"
"DH7617","227617","854870"
"DH7708","227708","854868"
"DH7884","227884","854863"
"DH7977","227977","854866"
"DH7977","227978","854865"
"DH8014","228014","854864"
"DH8085","228085","854862"
"DH8133","228133","854861"
"DH8133P","228299","854860"
"DH8300","228300","854859"
"DH8460","228460","854858"
"DH8620","228620","854856"
"DH8639","228639","854855"
"DH8671","228671","854854"
"DH8741","228741","854853"
"DL6732","226732","786966"
"DL6799","226799","786962"
"DL6913","226913","786963"
"DL7458","227458","786958"
"DL7919","227919","786957"
"DL7920","227920","786956"
"DL8733","228733","786953"
"DL8740","228740","786952"
"DM6068","226068","818823"
"DM6068","226069","818822"
"DM6787","226787","818818"
"DM6788","226788","818819"
"DM6910","226910","818817"
"DM7186","227186","818816"
"DM7503","227503","818815"
"DM7692","227692","818814"
"EA7630","227630","908954"
"EA7769","227769","908953"
"EC7387","227387","800680"
"EC7561","227561","800937"
"EC7895","227895","800935"
"EC7898","227898","800936"
"EC7898C","227952","800676"
"EC8055","228055","800934"
"EC8315","228315","800933"
"EC8450","228450","800932"
"EC8672","228672","800931"
"EC8805","228805","800930"
"EC8805C","228806","800929"
"ED5496","225496","726958"
"ED6990","226990","726946"
"ED7470","227470","726945"
"ED7470C","227471","726943"
"ED7470C","228612","726942"
"ED7470C","228673","726941"
"ED7470C","228674","726940"
"ED7783","227783","726944"
"ED8799","228799","726939"
"EE7755","227755","752882"
"EE7755","227756","811869"
"EE7755","228423","880844"
"EE7755C","227866","752881"
"EE7755C","227867","752880"
"EE7755C","227868","820879"
"EE7755C","227869","806896"
"EE7755C","227870","843799"
"EE7755C","227871","806895"
"EE7755C","227872","800675"
"EE7755C","227873","831733"
"EE7755C","227873","831743"
"EE7755C","227874","831732"
"EE7755C","227874","831744"
"EE7755C","228372","762808"
"EE7755C","228373","762809"
"EE7755C","228808","800672"
"EE8150","228150","752879"
"EE8332","228332","752878"
"EE8560","228560","752876"
"EE8560C","228561","752875"
"EE8560C","228562","752874"
"EE8560C","228563","752873"
"EE8560C","228564","752872"
"EE8560C","228565","752871"
"EE8560C","228818","752869"
"EG6589","226589","831823"
"EG6880","226880","831822"
"EG7781","227781","831734"
"EG7781","227781","880858"
"EG7781","227845","831734"
"EG8575","228575","831820"
"EG8640","228640","831819"
"EG8640P","228735","831710"
"EG8816","228816","831762"
"EG8817","228817","831788"
"EH7140","227140","762825"
"EH7173","227173","762824"
"EH7880","227880","762818"
"EH7880","228283","870ZUW"
"EH7901","227901","762817"
"EH8052","228052","762816"
"EH8052","228053","762815"
"EH8052","228054","826551"
"EH8472","228472","762807"
"EH8839","228839","762805"
"EM6457","226457","843831"
"EM6571","226571","843828"
"EM6662","226662","843826"
"EM6705","226705","843823"
"EM7035","227035","843815"
"EM7228","227228","843814"
"EM7352","227352","843806"
"EM7388","227388","843812"
"EM7568","227568","843807"
"EM7610","227610","843805"
"EM7655","227655","843804"
"EM7678","227678","843803"
"EM7852","227852","843800"
"EM8147","228147","843798"
"EM8518","228518","843793"
"EM8518","228519","887852"
"EM8584","228584","843791"
"EM8589","228589","843790"
"EM8621","228621","843788"
"EM8681","228681","843787"
"EM8729","228729","843786"
"EM8761","228761","843785"
"EM8814","228814","843784"
"EN7150","227150","851960"
"EN7150","227151","851958"
"EN7178","227178","851962"
"EN7237","227237","851957"
"EN7576","227576","851914"
"EN7576","227584","851952"
"EN7576","227585","851913"
"EN7576","227586","851912"
"EN7576","227587","851911"
"EN7576","227588","851910"
"EN7576","227589","851909"
"EN7576","228384","851643"
"EN7576","228385","851642"
"EN7576","228386","851641"
"EN7576","228387","851640"
"EN7576","228388","851639"
"EN7576","228389","851638"
"EN7576C","227577","851646"
"EN7576C","227578","851645"
"EN7576C","227579","851644"
"EN7576C","228390","851637"
"EN7576C","228391","851636"
"EN7576C","228392","851635"
"EN7576C","228393","851634"
"EN7576C","228845","851633"
"EN7718","227718","851908"
"EN8465","228465","851907"
"EN8554","228554","851906"
"EN8554C","228557","851905"
"ES4527","224527","783996"
"ES4527","224747","783703"
"ES4527","224748","783702"
"ES4527","224820","783701"
"ES4527","224821","783700"
"ES4527","224822","783699"
"ES4527","224823","783698"
"ES4527","224824","783697"
"ES4527","224825","783696"
"ES4527","224826","783695"
"ES4527","224827","783694"
"ES4527","224922","783691"
"ES4527","225768","783683"
"ES4527","225769","783682"
"ES4527","225770","783681"
"ES4527","225771","783680"
"ES4527","225772","783679"
"ES4527","225773","783678"
"ES4527","226046","783676"
"ES4527","226231","783672"
"ES4527","226641","783671"
"ES4527","226652","783670"
"ES4527","226654","783669"
"ES4527","226690","783667"
"ES4527","226691","783666"
"ES4527","226996","783663"
"ES4527","227144","783659"
"ES4527","227167","783657"
"ES4527","227171","783656"
"ES4527","227310","783652"
"ES4527","227779","783646"
"ES4527","227996","783645"
"ES4527","228111","783642"
"ES4527","228112","783641"
"ES4527","228113","783640"
"ES4527","228124","783638"
"ES4527","228128","783634"
"ES4527","228129","783633"
"ES4527","228269","783631"
"ES4527","228297","783626"
"ES4527","228781","783620"
"ES4527","228831","783619"
"ES4527C","224528","783705"
"ES4527C","224828","816993"
"ES4527C","224877","752893"
"ES4527C","224921","843863"
"ES4527C","224923","831836"
"ES4527C","225857","843848"
"ES4527C","225858","843847"
"ES4527C","225859","831797"
"ES4527C","225860","831796"
"ES4527C","225861","831795"
"ES4527C","226642","843827"
"ES4527C","226643","576977"
"ES4527C","226653","831772"
"ES4527C","226655","826625"
"ES4527C","226656","786967"
"ES4527C","226697","831768"
"ES4527C","227311","783651"
"ES4527C","227312","783650"
"ES4527C","227313","783649"
"ES4527C","227314","783648"
"ES4527C","227997","783644"
"ES4527C","227998","783643"
"ES4527C","228132","783632"
"ES6129","226129","783954"
"ES6129","226130","783953"
"ES6129","226696","783665"
"ES6129","226706","783664"
"ES6129","226836","783661"
"ES6129","226858","783660"
"ES6129","227132","783655"
"ES6129","227145","783658"
"ES6129","227309","783653"
"ES6129","227333","783647"
"ES6129","228123","783639"
"ES6129","228125","783637"
"ES6129","228126","783636"
"ES6129","228127","783635"
"ES6129","228495","783625"
"ES6129","228755","783624"
"ES6129","228756","783623"
"ES6129","228757","783622"
"ES6129C","226131","783675"
"ES6129C","226132",""
"ES6188","226188","783952"
"ES7263","227263","783940"
"ES7263","227264","804794"
"ES7263","227265","783939"
"ES7263C","227266","783654"
"ES7263C","227271","804793"
"ES7511","227511","783938"
"ES7511","227512","783937"
"ES7597","227597","783936"
"ES7597","227598","783935"
"ES8200","228200","783934"
"ES8200","228201","783933"
"ES8359","228359","783932"
"ES8359","228360","804756"
"ES8359","228361","783931"
"ES8359C","228362","783630"
"ES8359C","228363","783629"
"ES8359C","228364","783628"
"ES8359C","228473","783627"
"ES8588","228588","783930"
"ES8642","228642","783929"
"ES8642","228643","783928"
"ES8642","228644","783927"
"ES8642","228645","783926"
"ES8642","228657","783925"
"ES8642","228658","783924"
"ES8642C","228744","783923"
"ES8642C","228745","783922"
"ES8642C","228746","783921"
"ES8642C","228747","783920"
"ES8642CS","228743","783621"
"EV6198","226198","820896"
"EY4666","224666","755996"
"EY6878","226878","755950"
"EY7404","227404","755946"
"EY7404","227405","755947"
"EY7473","227473","755945"
"EY7615","227615","755944"
"EY8063","228063","755942"
"EY8286","228286","755939"
"EY8286","228287","755938"
"EY8291","228291","755935"
"EY8291","228292","755934"
"EY8291","228304","755937"
"EY8291","228355","755936"
"EY8614","228614","755933"
"EY8665","228665","755932"
"EY8687","228687","755931"
"GS0544","220544","576997"
"GS6501","226501","576978"
"GS6501","226502","661848"
"GS6501","226503","834903"
"GS6501","226504","724747"
"GS6501","226505","834902"
"GS6501","226506","661847"
"GS6501","226507","661846"
"GS6501","227195","804796"
"GS6501","227196","651772"
"GS6501","228096","576967"
"GS6501","228096","834676"
"GS6501","228751","724663"
"GS8585","228585","576962"
"GS8725","228725","576961"
"GS8725","228800","804736"
"KT7535","227535","580988"
"KT8468","228468","580983"
"KT8468C","228469","580982"
"KT8468C","228470","564976"
"LA6969","226969","797976"
"LB8108","228108","708997"
"LB8153","228153","708996"
"LC7034","227034","827898"
"LC7342","227342","827891"
"LC8285","228285","827885"
"LC8437","228437","827883"
"LD8034","228034","787904"
"LD8462","228462","787901"
"LD8748","228748","787895"
"LE6974","226974","865932"
"LE6974","226975","865931"
"LE6974C","226975","865931"
"LE7691","227691","865925"
"LE8312","228312","865922"
"LE8321","228321","865921"
"LE8321C","228322","865920"
"LH7633","227633","741934"
"LI8082","228082","904992"
"LI8088","228088","904991"
"LL8680","228680","799929"
"LL8731","228731","799930"
"LM7285","227285","708999"
"LM7285","227293","708998"
"LM7285P","227293","708998"
"LM7429","227429","706835"
"LM7429C","227430","706834"
"LS4874","224874","852921"
"LS4874C","224875","852920"
"LS6714","226714","852897"
"LS7555","227555","852880"
"LS7972","227972","852869"
"LS8613","228613","852864"
"MI7739","227739","594999"
"NC5369","225369","661887"
"NC5971","225971","661810"
"NC5971","225971","661868"
"NC5971","227709","661808"
"NC6047","226047","661861"
"NC6047","227560","661818"
"NC6182","226182","661858"
"NC6284","226284","661851"
"NC6623","226623","661845"
"NC6759","226759","661837"
"NC6815","226815","661836"
"NC6883","226883","661834"
"NC6979","226979","661833"
"NC7174","227174","661830"
"NC7234","227234","661827"
"NC7236","227236","661823"
"NC7238","227238","661828"
"NC7262","227262","661826"
"NC7289","227289","661825"
"NC7518","227518","661819"
"NC7569","227569","661817"
"NC7677","227677","661809"
"NC7724","227724","661807"
"NC7833","227833","661803"
"NC7865","227865","661802"
"NC8006","228006","661801"
"NC8013","228013","661797"
"NC8019","228019","661800"
"NC8020","228020","661799"
"NC8030","228030","661798"
"NC8044","228044","661796"
"NC8084","228084","661795"
"NC8116","228116","661794"
"NC8214","228214","661793"
"NC8243","228243","661792"
"NC8358","228358","661790"
"NC8379","228379","661791"
"NC8463","228463","661788"
"NC8464","228464","661789"
"NC8498","228498","661787"
"NC8501","228501","661785"
"NC8509","228509","661784"
"NC8596","228596","661782"
"NC8749","228749","661781"
"NC8750","228750","661780"
"NC8758","228758","661779"
"NC8774","228774","661778"
"NE8546","228546","639985"
"NE8546","228547","691489"
"NE8546","228548","651736"
"NE8546","228549","724668"
"NE8546","228550","691488"
"NE8546","228551","691487"
"NE8546","228552","651735"
"NE8546","228788","639940"
"NE8546","228789","639939"
"NE8546","228790","639938"
"NE8546C","228553","704941"
"NE8546C","228676","704940"
"NE8546C","228677","704939"
"NE8546C","228678","704938"
"NE8546C","228679","704937"
"NE8546C","228782","704936"
"NE8546C","228783","704935"
"NE8546C","228784","704934"
"NE8546C","228870","704933"
"NF4801","224801","691926"
"NF4801C","225754","691643"
"NF8098","228098","918997"
"NF8246","228246","918991"
"NF8246","228247","918992"
"NF8254","228254","918994"
"NF8254","228255","918993"
"NF8289","228289","918995"
"NI7728","227728","639986"
"NI7728","227729","724700"
"NI7728","227730","691542"
"NI7728","227731","661806"
"NI7728","227732","691541"
"NI7728","227733","651750"
"NI7728","227744","691540"
"NI7728","227745","651749"
"NI7728","228341","691500"
"NI7728","228342","750947"
"NI7728C","227746","639944"
"NI7728C","227757","704946"
"NI7728C","227758","704945"
"NI7728C","227759","704944"
"NI7728C","227760","704943"
"NI7728C","227761","704942"
"NM6515","226515","750952"
"NM7780","227780","750949"
"NM8624","228624","750946"
"NN7208","227208","677916"
"NN7475","227475","677912"
"NN8316","228316","677910"
"NN8433","228433","677909"
"NR0068","220068","691935"
"NR3537","223537","691712"
"NR3729","223729","691707"
"NR3729","223774","691706"
"NR3956","223956","691696"
"NR4506","224506","691679"
"NR4731","224731","691992"
"NR5558","225558","691648"
"NR5992","225992","691616"
"NR6472","226472","691593"
"NR6472C","226490","691592"
"NR6751","226751","691589"
"NR6751","226761","639987"
"NR6751","226762","661843"
"NR6751","226763","651784"
"NR6751","226764","651783"
"NR6751","227442","724711"
"NR6751","227743","691543"
"NR6751","227764","691539"
"NR6751C","226765","704951"
"NR6751C","226766","704950"
"NR6751C","226767","704949"
"NR6751C","226768","704948"
"NR6751C","226769","704947"
"NR6809","226809","691586"
"NR6904","226904","691582"
"NR6911","226911","691573"
"NR6989","226989","691578"
"NR7046","227046","691574"
"NR7046","227047","826604"
"NR7227","227227","691572"
"NR7235","227235","691571"
"NR7279","227279","691569"
"NR7279","227339","691568"
"NR7279","227340","691567"
"NR7279","227341","691566"
"NR7353","227353","691564"
"NR7406","227406","691552"
"NR7406C","227412","691551"
"NR7431","227431","691562"
"NR7465","227465","691554"
"NR7541","227541","691550"
"NR7546","227546","651764"
"NR7547","227547","691548"
"NR7595","227595","691549"
"NR7654","227654","691544"
"NR7747","227747","691538"
"NR7847","227847","691536"
"NR7851","227851","691535"
"NR7930","227930","691530"
"NR7930C","227931","691525"
"NR8045","228045","691531"
"NR8045C","227911","691528"
"NR8051","228051","691522"
"NR8064","228064","691529"
"NR8074","228074","691527"
"NR8101","228101","691523"
"NR8140","228140","691519"
"NR8140","228142","691518"
"NR8152","228152","691517"
"NR8159","228159","691507"
"NR8194","228194","691513"
"NR8194","228195","820877"
"NR8353","228353","691499"
"NR8354","228354","691498"
"NR8398","228398","691497"
"NR8431","228431","691495"
"NR8479","228479","691494"
"NR8566","228566","691486"
"NR8573","228573","691485"
"NR8578","228578","691484"
"NR8590","228590","691483"
"NR8710","228710","691481"
"NR8710","228711","691482"
"NS2989","222989","651873"
"NS2989C","223261","651863"
"NS4286","224286","651996"
"NS4286C","226016","651804"
"NS4771","224771","651991"
"NS4771C","224772","639953"
"NS5519","225519","651816"
"NS5519","226355","651788"
"NS6645","226645","651787"
"NS6837","226837","651780"
"NS6887","226887","651777"
"NS6887","226888","651778"
"NS6899","226899","651776"
"NS6899","226900","651775"
"NS6899","226901","651774"
"NS6964","226964","651762"
"NS7374","227374","651752"
"NS7374C","227596","651751"
"NS7382","227382","651768"
"NS7382","227384","651767"
"NS7382","227385","651766"
"NS7397","227397","651758"
"NS7397","227398","651757"
"NS7397C","227398","651757"
"NS7504","227504","651765"
"NS7520","227520","651763"
"NS7602","227602","651756"
"NS7635","227635","651753"
"NS7649","227649","651755"
"NS7735","227735","651748"
"NS7735","227737","651747"
"NS7735","227738","651746"
"NS7735C","227736","651745"
"NS7836","227836","651744"
"NS7927","227927","651743"
"NS8167","228167","651742"
"NS8476","228476","651740"
"NS8476","228477","884622"
"NS8482","228482","651739"
"NS8772","228772","651730"
"NS8772C","228773","651729"
"NT3825","223825","633966"
"NT3825C","223826","633965"
"NT4220","224220","633930"
"NT4220","224859","633926"
"NT4220","225198","633925"
"NT4220","225299","633924"
"NT4220","225874","633923"
"NT4220P","224221","633929"
"NT6459","226459","633979"
"NT6729","226729","633977"
"NT7108","227108","633960"
"NT7259","227259","633959"
"NT7259","227260","691570"
"NT7846","227846","633958"
"NT8175","228175","633956"
"NT8175","228494","633917"
"NT8175C","228176","633918"
"NT8184","228184","633957"
"NT8184C","228185","633919"
"NT8326","228326","633955"
"NT8633","228633","633954"
"NW0613","220613","724940"
"NW4034","224034","724785"
"NW4270","224270","724978"
"NW4270","224271","724953"
"NW5853","225853","724832"
"NW6473","226473","724748"
"NW6638","226638","724743"
"NW6772","226772","724739"
"NW6882","226882","724702"
"NW6970","226970","724735"
"NW6992","226992","724722"
"NW7272","227272","724714"
"NW7272C","227273","724710"
"NW7274","227274","724712"
"NW7283","227283","724718"
"NW7389","227389","724713"
"NW7653","227653","724706"
"NW7690","227690","724699"
"NW7703","227703","724703"
"NW7704","227704","724704"
"NW7843","227843","724693"
"NW8050","228050","724690"
"NW8191","228191","724689"
"NW8197","228197","724687"
"NW8233","228233","724688"
"NW8263","228263","724685"
"NW8302","228302","724684"
"NW8436","228436","724681"
"NW8438","228438","724680"
"NW8478","228478","724678"
"NW8502","228502","724671"
"NW8502","228503","724674"
"NW8502","228504","724670"
"NW8502","228505","724669"
"NW8502","228506","724675"
"NW8502","228507","724673"
"NW8502","228508","724672"
"NW8581","228581","724666"
"NW8586","228586","724667"
"NW8632","228632","724665"
"NW8732","228732","724664"
"NW8846","228846","724662"
"OR7650","227650","895928"
"OR8555","228555","895926"
"OR8555C","228556","895927"
"PM7256","227256","585969"
"PM7367","227367","585967"
"PM7371","227371","585968"
"PM7532","227532","585965"
"PM7943","227943","585964"
"PM8293","228293","585963"
"PO7288","227288","562942"
"PR7817","227817","749976"
"QN6865","226865","564978"
"QN7488","227488","564977"
"RA5498","225498","849990"
"RA5498","225499","691654"
"RA5498","225500","691653"
"RA6013","226013","849931"
"RA6013","228576","849898"
"RA6013","228577","849897"
"RA6827","226827","849929"
"RA6827","226828","849928"
"RA6827","226829","849924"
"RA6827","226830","849923"
"RA6827","226831","849922"
"RA6827","226832","849927"
"RA6827","226833","849926"
"RA6827","226834","849925"
"RA7316","227316","849915"
"RA7694","227694","849914"
"RA7694","227695","849913"
"RA7694","227696","849912"
"RA7694","227697","849908"
"RA7694","227698","849911"
"RA7694","227699","849910"
"RA7694","227700","849907"
"RA7694","227701","849909"
"RA8424","228424","849905"
"RA8424","228425","849904"
"RA8424","228426","849903"
"RA8424","228427","849902"
"RA8424","228428","849901"
"RA8424","228429","849900"
"RA8424","228430","849899"
"RA8451","228451","849906"
"RC7489","227489","807993"
"RD6385","226385","819960"
"RD7119","227119","819957"
"RD7850","227850","819954"
"RD8582","228582","819952"
"RR6437","226437","894972"
"RR7110","227110","894969"
"RR8598","228598","894964"
"RV5537","225537","790978"
"RV6216","226216","790972"
"RV7517","227517","790967"
"RV7907","227907","790965"
"RV8717","228717","790961"
"SB6862","226862","834901"
"SB6867","226867","834895"
"SB7032","227032","834899"
"SB7033","227033","834882"
"SB7127","227127","834886"
"SB7294","227294","834883"
"SB7415","227415","834881"
"SB7570","227570","834880"
"SB7819","227819","834877"
"SB7822","227822","834859"
"SB7822","227823","834857"
"SB7827","227827","834878"
"SB7839","227839","834862"
"SB7839","228691","834667"
"SB7992","227992","834677"
"SB8048","228048","834678"
"SB8593","228593","834671"
"SB8599","228599","834668"
"SB8617","228617","834669"
"SB8702","228702","834666"
"SB8763","228763","834665"
"SB8763C","228764","834664"
"SC6468","226468","887956"
"SC7190","227190","887896"
"SC7190","227191","762827"
"SC7230","227230","887859"
"SC7818","227818","887855"
"SC8081","228081","887854"
"SC8180","228180","887853"
"SC8541","228541","887850"
"SC8622","228622","887849"
"SC8682","228682","887848"
"SG4017","224017","804831"
"SG4017","224017","877868"
"SG4017C","224018","804830"
"SG4017C","224018","877867"
"SG5283","225283","804844"
"SG5283C","225284","804843"
"SG6324","226324","804810"
"SH4697","224697","772994"
"SH4697","224698","772993"
"SH4697","224699","772991"
"SH4697","224700","772961"
"SH4697","224701","772962"
"SH4697","224781","772915"
"SH4697","224782","772914"
"SH4697","224783","772913"
"SH4697","224784","772912"
"SH4697","224792","772911"
"SH4697","224793","772910"
"SH4697","225240","772906"
"SH4697","225241","772907"
"SH4697","225374","772905"
"SH4697","225375","772904"
"SH4697","225376","772903"
"SH4697","225377","772902"
"SH4697","225378","772901"
"SH4697","225606","772900"
"SH4697","226141","772880"
"SH4697","226142","772879"
"SH4697","226143","772878"
"SH4697","226144","772877"
"SH4697","226157","772881"
"SH4697","226432","772876"
"SH4697","226484","772874"
"SH4697","226622","772873"
"SH4697","226726","772871"
"SH4697","226902","772868"
"SH4697","226923","772866"
"SH4697","226965","772865"
"SH4697","226967","772863"
"SH4697","227036","772862"
"SH4697","227037","772861"
"SH4697","227038","772860"
"SH4697","227039","772859"
"SH4697","227040","772858"
"SH4697","227041","772857"
"SH4697","227042","772856"
"SH4697","227043","772855"
"SH4697","227044","772854"
"SH4697","227045","772853"
"SH4697","227461","772849"
"SH4697","227462","772848"
"SH4697","227463","772847"
"SH4697","227464","772846"
"SH4697","227631","772842"
"SH4697","227656","772840"
"SH4697","227657","772841"
"SH4697","227979","772836"
"SH4697","227980","772835"
"SH4697","227981","772834"
"SH4697","227982","772833"
"SH4697","227983","772832"
"SH4697","227984","772831"
"SH4697","227985","772830"
"SH4697","227986","772829"
"SH4697","227987","772828"
"SH4697","228007","772827"
"SH4697","228008","772826"
"SH4697","228009","772825"
"SH4697","228010","772824"
"SH4697","228011","772823"
"SH4697","228168","772822"
"SH4697","228169","772821"
"SH4697","228248","772819"
"SH4697","228249","772818"
"SH4697","228250","772817"
"SH4697","228253","772820"
"SH4697C","224703","772919"
"SH4697C","224704","772918"
"SH4697C","224705","772917"
"SH4697C","226903","772867"
"SH4697C","226966","772864"
"SH4697C","227774","772838"
"SH4697P","224702","772916"
"SH6801","226801","772870"
"SH6849","226849","772869"
"SH7433","227433","772851"
"SH7476","227476","772850"
"SH7835","227835","772837"
"SH8604","228604","772816"
"SI3394","223394","825972"
"SI3394","223436","825969"
"SI3394","223437","825968"
"SI3394","223438","825967"
"SI3394","223439","825966"
"SI3394","223440","825965"
"SI3394","223441","825964"
"SI3394","223442","825963"
"SI3394","223443","825962"
"SI3394","223444","825961"
"SI3394","223445","825960"
"SI3394","223446","825959"
"SI3394","223447","825958"
"SI3394","223448","825957"
"SI3394","223449","825956"
"SI3394","223450","825955"
"SI3394","223451","825954"
"SI3394","223452","825953"
"SI3394","223453","825952"
"SI3394","223454","825951"
"SI3394","223455","825950"
"SI3394","223456","825949"
"SI3394","223457","825948"
"SI3394","223546","825947"
"SI3394","223997","825946"
"SI3394","223998","825945"
"SI3394","224125","825944"
"SI3394","224235","825943"
"SI3394","224237","825942"
"SI3394","224238","825941"
"SI3394","224336","825939"
"SI3394","224348","825938"
"SI3394","224412","825937"
"SI3394","224413","825936"
"SI3394","224414","825935"
"SI3394","224415","825934"
"SI3394","224416","825933"
"SI3394","224417","825932"
"SI3394","224418","825931"
"SI3394","224419","825930"
"SI3394","224420","825929"
"SI3394","224421","825928"
"SI3394","224422","825927"
"SI3394","224423","825926"
"SI3394","224424","825925"
"SI3394","224425","825924"
"SI3394","224426","825923"
"SI3394","224427","825922"
"SI3394","224428","825921"
"SI3394","224429","825920"
"SI3394","224430","825919"
"SI3394","224431","825918"
"SI3394","224432","825917"
"SI3394","224795","825916"
"SI3394","224796","825915"
"SI3394","224797","825914"
"SI3394","225109","825913"
"SI3394","225128","825128"
"SI3394","225128","825912"
"SI3394","225164","825911"
"SI3394","225165","825910"
"SI3394","225166","825909"
"SI3394","225167","825908"
"SI3394","225168","825907"
"SI3394","225169","825906"
"SI3394","225170","825905"
"SI3394","225171","825887"
"SI3394","225171","825904"
"SI3394","225172","825886"
"SI3394","225172","825903"
"SI3394","225173","825902"
"SI3394","225174","825901"
"SI3394","225175","825900"
"SI3394","225176","825899"
"SI3394","225177","825898"
"SI3394","225178","825897"
"SI3394","225179","825896"
"SI3394","225180","825895"
"SI3394","225181","825894"
"SI3394","225182","825893"
"SI3394","225183","825892"
"SI3394","225184","825891"
"SI3394","225185","825890"
"SI3394","225186","825889"
"SI3394","225332","825885"
"SI3394","225333","825884"
"SI3394","225334","825883"
"SI3394","225399",""
"SI3394","225574","825882"
"SI3394","225712","825881"
"SI3394","225819","825880"
"SI3394","225844","825879"
"SI3394","225845","825878"
"SI3394","225955","825877"
"SI3394","226072","825875"
"SI3394","226073","825874"
"SI3394","226074","825873"
"SI3394","226075","825872"
"SI3394","226076","825871"
"SI3394","226077","825870"
"SI3394","226078","825869"
"SI3394","226079","825868"
"SI3394","226080","825867"
"SI3394","226081","825866"
"SI3394","226082","825865"
"SI3394","226083","825864"
"SI3394","226084","825863"
"SI3394","226085","825862"
"SI3394","226086","825861"
"SI3394","226087","825860"
"SI3394","226088","825859"
"SI3394","226089",""
"SI3394","226090","825853"
"SI3394","226091","825852"
"SI3394","226092","825851"
"SI3394","226093","825850"
"SI3394","226094",""
"SI3394","226095","825857"
"SI3394","226096","825856"
"SI3394","226097","825855"
"SI3394","226098","825854"
"SI3394","226101","825858"
"SI3394","226165","825849"
"SI3394","226242","825848"
"SI3394","226243","825845"
"SI3394","226414","825844"
"SI3394","22672",""
"SI3394","226725","825127"
"SI3394","226864","825843"
"SI3394","226934","825842"
"SI3394","226935","825841"
"SI3394","226936","825840"
"SI3394","226937","825839"
"SI3394","226938","825838"
"SI3394","226939","825837"
"SI3394","226940","825836"
"SI3394","226941","825835"
"SI3394","226942","825834"
"SI3394","226943","825833"
"SI3394","226944","825832"
"SI3394","226945","825831"
"SI3394","226946","825830"
"SI3394","226947","825829"
"SI3394","226948","825828"
"SI3394","226949","825827"
"SI3394","226950","825826"
"SI3394","226951","825825"
"SI3394","226952","825824"
"SI3394","226953","825823"
"SI3394","226954","825822"
"SI3394","226955","825821"
"SI3394","226956","825815"
"SI3394","226957","825814"
"SI3394","226958","825820"
"SI3394","226959","825819"
"SI3394","226960","825818"
"SI3394","226961","825817"
"SI3394","226962","825816"
"SI3394","227031","825813"
"SI3394","227152","825125"
"SI3394","227153","825124"
"SI3394","227179","825123"
"SI3394","227180","825122"
"SI3394","227181","825121"
"SI3394","227182","825118"
"SI3394","227182","825120"
"SI3394","227183","825119"
"SI3394","227184",""
"SI3394","227306","825117"
"SI3394","227380","825116"
"SI3394","227481","825115"
"SI3394","227482","825114"
"SI3394","227483","82511"
"SI3394","227483","825113"
"SI3394","227510","825112"
"SI3394P","224234","825940"
"SI3394P","225187","825888"
"SI7662","227662","825847"
